,date,time,menu
184,2022. 05. 28. (토),오후 08:50:17,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 청양마요 (맛선택)', '┗ 안매운양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 바베큐 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)']"
185,2022. 05. 28. (토),오후 08:16:31,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 매콤양념 (맛선택)', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 대파+오리지널 (맛선택)']"
186,2022. 05. 28. (토),오후 05:30:10,"['[ 네가지맛 ] 타코 야끼 24~48알\n1개', '┗ 24알 (6알씩 X 4가지맛)', '┗ 바베큐 (맛선택)', '┗ 청양마요 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)', '┗ 매콤양념 (맛선택)']"
187,2022. 05. 28. (토),오후 05:15:41,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 야끼만두 5개', '┗ 청양고추+파마산치즈 (토핑추가)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 매콤양념 (맛선택)', '┗ 직화양념(매콤) 지코X스타일', '┗ 쿨피스 350ml', '미니오뎅탕\n1개']"
188,2022. 05. 28. (토),오후 02:00:44,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 펩시콜라 500ml', '┗ 직화양념(매콤) 지코X스타일', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)']"
189,2022. 05. 28. (토),오후 01:31:49,"['미니 떡볶이\n1개', '┗ 약한맛', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 청양마요 (맛선택)', '┗ 오리지널 (맛선택)', '게맛살튀김\n1개', '┗ 3개']"
190,2022. 05. 28. (토),오전 11:14:19,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 소떡소떡 1개', '┗ 해쉬브라운 2개', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)']"
191,2022. 05. 28. (토),오전 10:59:15,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 치즈떡 4개 추가', '┗ ㄹl뷰 ㅇl벤트(쿨피스350ml)', '┗ 쿨피스 350ml', '┗ 직화 바베큐', '┗ 매콤양념 (맛선택)']"
192,2022. 05. 28. (토),오전 10:57:43,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 매콤양념 (맛선택)', '게맛살튀김\n1개', '┗ 3개', '소떡소떡\n1개', '┗ 1개']"
193,2022. 05. 27. (금),오후 03:20:21,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 치즈볼 4개', '┗ 가쓰오부시 추가', '┗ 오리지널 (맛선택)', '┗ 안매운양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 매콤양념 (맛선택)']"
194,2022. 05. 27. (금),오후 12:08:59,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 소떡소떡 1개', '┗ 쿨피스 350ml 추가', '┗ 바베큐 (맛선택)', '┗ 안매운양념 (맛선택)']"
195,2022. 05. 27. (금),오전 11:36:05,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ 쿨피스 350ml', '┗ 고구마튀김 4개', '┗ 오리지널 (맛선택)']"
196,2022. 05. 26. (목),오후 10:28:00,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 허니버터 치즈볼 4개', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트(쿨피스350ml)']"
197,2022. 05. 26. (목),오후 05:40:16,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 소떡소떡 1개', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 매콤양념 (맛선택)', '┗ 안매운양념 (맛선택)']"
198,2022. 05. 24. (화),오후 09:10:51,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 대파+오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '테라\n1개', '┗ 병']"
199,2022. 05. 24. (화),오후 09:06:49,"['[ 네가지맛 ] 타코 야끼 24~48알\n1개', '┗ 24알 (6알씩 X 4가지맛)', '┗ 파마산치즈+오리지널 (맛선택)', '┗ 안매운양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)']"
200,2022. 05. 24. (화),오후 06:39:36,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 멘보샤 4개(특제소스 제공)', '┗ 바베큐 (맛선택)', '┗ 안매운양념 (맛선택)']"
201,2022. 05. 24. (화),오후 01:28:21,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 펩시콜라 500ml', '┗ 매콤양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 약한맛']"
202,2022. 05. 24. (화),오후 12:54:14,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 비엔나 소세지 5개 추가', '┗ 대파 (토핑추가)', '┗ 청양마요 (맛선택)', '┗ 쿨피스 350ml', '┗ 직화양념(매콤) 지코X스타일', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
203,2022. 05. 24. (화),오후 12:25:46,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 12알 추가 (총 24알)', '┗ 치즈볼 4개', '┗ 오징어튀김 2개', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 바베큐 (맛선택)', '┗ 쿨피스 350ml', '┗ 직화 바베큐']"
204,2022. 05. 23. (월),오후 09:46:23,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 파마산치즈+오리지널 (맛선택)', '┗ 약한맛', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 펩시콜라 355ml']"
205,2022. 05. 23. (월),오후 09:28:22,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 오리지널 (맛선택)', '┗ 직화 바베큐', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 펩시콜라 355ml']"
206,2022. 05. 23. (월),오후 09:21:06,"['미니 떡볶이\n1개', '┗ 약한맛', '고구마튀김 4개\n1개', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 날치알마요 셀프주먹밥', '┗ 안매운양념 (맛선택)', '┗ 오리지널 (맛선택)']"
207,2022. 05. 23. (월),오후 08:37:06,"['[ 네가지맛 ] 타코 야끼 24~48알\n1개', '┗ 24알 (6알씩 X 4가지맛)', '┗ 치즈스틱 5개', '┗ 오란씨(파인맛) 500ml', '┗ 파마산치즈 (토핑추가)', '┗ 파마산치즈+오리지널 (맛선택)', '┗ 바베큐 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
208,2022. 05. 23. (월),오후 05:54:21,"['치밥 도시락\n1개', '┗ 양념치킨', '미니 떡볶이\n1개', '┗ 약한맛', '왕오징어튀김\n2개', '┗ 2개', '김말이 4개\n1개', '고구마튀김 4개\n1개']"
209,2022. 05. 23. (월),오후 05:48:23,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 쫄깃 밀떡10개 추가', '┗ 바베큐 (맛선택)', '┗ 청양마요소스 (토핑추가)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 펩시콜라 355ml', '┗ 직화양념(매콤) 지코X스타일']"
210,2022. 05. 23. (월),오후 03:22:54,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ 파마산치즈+오리지널 (맛선택)', '┗ 펩시콜라 500ml', '┗ 왕오징어튀김 3개']"
211,2022. 05. 23. (월),오후 12:26:14,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 볶음김치마요 셀프주먹밥', '┗ 오란씨(파인맛) 1.5L', '┗ 오징어튀김 2개', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 청양마요 (맛선택)', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
212,2022. 05. 23. (월),오전 11:21:48,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 펩시콜라 1.25L', '┗ 오리지널 (맛선택)', '┗ 양념치킨']"
213,2022. 05. 22. (일),오후 10:26:17,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ ㄹl뷰 ㅇl벤트(펩시콜라355ml)', '┗ 오리지널 (맛선택)', '┗ 안매운양념 (맛선택)', '볶음김치마요 셀프주먹밥\n1개']"
214,2022. 05. 22. (일),오후 07:30:15,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 멘보샤 4개(특제소스 제공)', '┗ 계란찜', '┗ 바베큐 (맛선택)', '┗ 매콤양념 (맛선택)']"
215,2022. 05. 22. (일),오후 02:50:07,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 청양마요 (맛선택)', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 매콤양념 (맛선택)']"
216,2022. 05. 22. (일),오후 02:42:05,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 안매운양념 (맛선택)', '┗ 오리지널 (맛선택)', '소떡소떡\n1개', '┗ 1개', '해쉬브라운\n1개', '┗ 2개']"
217,2022. 05. 22. (일),오후 12:59:05,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 바베큐 (맛선택)', '┗ 매콤양념 (맛선택)']"
218,2022. 05. 22. (일),오전 11:17:01,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 치즈볼 4개', '┗ 야끼만두 5개', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 오란씨(파인맛) 1.5L', '┗ 쫄깃 밀떡10개 추가', '┗ ㄹl뷰 ㅇl벤트(펩시콜라355ml)', '┗ 직화양념(매콤) 지코X스타일', '┗ 오리지널 (맛선택)', '소떡소떡\n1개', '┗ 1개']"
219,2022. 05. 22. (일),오전 11:03:20,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 오란씨(파인맛) 1.5L', '┗ 매콤양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 매콤양념치킨']"
220,2022. 05. 21. (토),오후 08:56:09,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 청양마요 (맛선택)', '┗ 오리지널 (맛선택)', '이연X의멘보샤(특제소스제공)\n1개', '┗ 4개', '15cm왕새우튀김\n1개', '┗ 2개', '해쉬브라운\n1개', '┗ 2개', '우유튀김 5개\n1개']"
221,2022. 05. 21. (토),오후 07:11:03,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 계란찜', '┗ 콜라 1.25L 추가', '┗ 오리지널 (맛선택)']"
222,2022. 05. 21. (토),오후 05:45:02,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 대파+오리지널 (맛선택)', '┗ 파마산치즈+오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 대파+오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)']"
223,2022. 05. 21. (토),오후 05:27:38,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 멘보샤 4개(특제소스 제공)', '┗ 해쉬브라운 2개', '┗ 직화양념(매콤) 지코X스타일', '┗ 오리지널 (맛선택)', '┗ 펩시콜라 355ml']"
224,2022. 05. 21. (토),오후 03:13:22,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 쿨피스 350ml', '┗ 오리지널 (맛선택)', '┗ 약한맛', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 안매운양념 (맛선택)', '┗ 매콤양념 (맛선택)']"
225,2022. 05. 21. (토),오후 02:11:12,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 매콤양념 (맛선택)', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)']"
226,2022. 05. 20. (금),오후 10:22:50,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 중간맛', '┗ 오리지널 (맛선택)', '┗ 쿨피스 350ml']"
227,2022. 05. 20. (금),오후 06:49:05,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 청양마요 (맛선택)', '┗ 쿨피스 350ml', '┗ 갈비천왕']"
228,2022. 05. 20. (금),오후 06:26:53,"['사이다\n1개', '┗ 500ml', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '┗ 안매운양념 (맛선택)', '치즈스틱 5개\n1개']"
229,2022. 05. 20. (금),오후 05:54:26,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 바베큐 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)']"
230,2022. 05. 20. (금),오후 03:29:26,"['치즈볼 4개\n1개', '소떡소떡\n2개', '┗ 1개', '미니 떡볶이\n1개', '┗ 약한맛']"
231,2022. 05. 16. (월),오후 08:50:22,"['이연X의멘보샤(특제소스제공)\n2개', '┗ 4개', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)']"
232,2022. 05. 16. (월),오후 08:43:26,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 청양마요 (맛선택)', '┗ 안매운양념 (맛선택)']"
233,2022. 05. 16. (월),오후 06:58:21,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 바베큐 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)']"
234,2022. 05. 16. (월),오후 06:16:13,"['치밥 도시락\n1개', '┗ 매콤양념치킨', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '왕오징어튀김\n1개', '┗ 2개', '미니 떡볶이\n1개', '┗ 약한맛', '김말이 4개\n1개']"
235,2022. 05. 16. (월),오후 05:42:10,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 청양마요 (맛선택)', '┗ 파마산치즈+오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
236,2022. 05. 16. (월),오후 12:12:47,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 소떡소떡 1개', '┗ 오리지널 (맛선택)', '┗ 매콤양념 (맛선택)', '왕오징어튀김\n1개', '┗ 2개']"
237,2022. 05. 16. (월),오전 11:58:58,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 직화양념(매콤) 지코X스타일', '┗ 펩시콜라 355ml']"
238,2022. 05. 16. (월),오전 11:55:47,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 모듬튀김 8개', '┗ 청양마요 (맛선택)', '┗ 오리지널 (맛선택)', '┗ 안매운양념 (맛선택)']"
239,2022. 05. 16. (월),오전 10:46:49,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 바베큐 (맛선택)', '┗ 청양마요 (맛선택)', '┗ 오리지널 (맛선택)']"
240,2022. 05. 15. (일),오후 10:18:27,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 우유튀김 5개', '┗ 오징어튀김 2개', '┗ 매콤양념 (맛선택)']"
241,2022. 05. 15. (일),오후 10:17:26,"['[ 네가지맛 ] 타코 야끼 24~48알\n1개', '┗ 24알 (6알씩 X 4가지맛)', '┗ 고구마튀김 4개', '┗ 청양마요 (맛선택)', '┗ 바베큐 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 안매운양념 (맛선택)', '┗ 매콤양념 (맛선택)']"
242,2022. 05. 15. (일),오후 09:28:32,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 안매운양념 (맛선택)', '┗ 오리지널 (맛선택)', '참이슬 후레쉬\n1개']"
243,2022. 05. 15. (일),오후 09:11:04,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 바베큐 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '치밥 도시락\n1개', '┗ 직화양념(매콤) 지코X스타일']"
244,2022. 05. 15. (일),오후 09:02:47,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '┗ 매콤양념 (맛선택)', '치밥 도시락\n1개', '┗ 직화양념(매콤) 지코X스타일', '15cm왕새우튀김\n1개', '┗ 2개']"
245,2022. 05. 15. (일),오후 08:32:03,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 볶음김치마요 셀프주먹밥', '┗ 바베큐 (맛선택)', '┗ ㄹl뷰 ㅇl벤트(펩시콜라355ml)', '┗ 매콤양념 (맛선택)']"
246,2022. 05. 15. (일),오후 07:53:36,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 매콤양념 (맛선택)', '┗ 안매운양념 (맛선택)', '미니 떡볶이\n1개', '┗ 중간맛', '왕오징어튀김\n1개', '┗ 2개']"
247,2022. 05. 15. (일),오후 07:09:28,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 소떡소떡 1개', '┗ 약한맛', '┗ 펩시콜라 355ml', '┗ 오리지널 (맛선택)']"
248,2022. 05. 15. (일),오후 02:44:02,"['해쉬브라운\n1개', '┗ 2개', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 파마산치즈+오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '왕오징어튀김\n1개', '┗ 2개']"
249,2022. 05. 15. (일),오전 10:53:16,"['[ 네가지맛 ] 타코 야끼 24~48알\n1개', '┗ 24알 (6알씩 X 4가지맛)', '┗ 바베큐 (맛선택)', '┗ 청양마요 (맛선택)', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 매콤양념 (맛선택)', '15cm왕새우튀김\n1개', '┗ 2개']"
250,2022. 05. 14. (토),오후 10:20:09,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 안매운양념 (맛선택)', '┗ 오리지널 (맛선택)', '게맛살튀김\n1개', '┗ 3개', '미니오뎅탕\n1개']"
251,2022. 05. 14. (토),오후 09:49:19,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 소떡소떡 1개', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 청양고추 (토핑추가)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)']"
252,2022. 05. 14. (토),오후 09:27:48,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ 쿨피스 350ml', '┗ 왕오징어튀김 3개', '┗ 오리지널 (맛선택)']"
253,2022. 05. 14. (토),오후 09:14:21,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 멘보샤 4개(특제소스 제공)', '┗ 안매운양념 (맛선택)', '┗ 오리지널 (맛선택)']"
254,2022. 05. 14. (토),오후 08:37:59,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 청양마요 (맛선택)', '┗ 오리지널 (맛선택)', '볶음김치마요 셀프주먹밥\n1개', '계란찜\n1개']"
255,2022. 05. 14. (토),오후 06:19:59,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 약한맛', '┗ 오리지널 (맛선택)', '┗ 쿨피스 350ml']"
256,2022. 05. 14. (토),오후 05:14:24,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 바베큐 (맛선택)', '┗ 안매운양념 (맛선택)', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
257,2022. 05. 14. (토),오전 11:48:07,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 직화양념(매콤) 지코X스타일', '┗ 펩시콜라 355ml']"
258,2022. 05. 14. (토),오전 10:37:12,"['치밥 도시락\n1개', '┗ 직화양념(매콤) 지코X스타일', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 콜라 500ml 추가', '┗ 청양마요 (맛선택)']"
259,2022. 05. 13. (금),오후 09:46:15,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 치즈볼 4개', '┗ 소떡소떡 1개', '┗ 오징어튀김 2개', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)']"
260,2022. 05. 13. (금),오후 08:35:39,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알 추가 (총 24알)', '┗ 12알', '┗ 콜라 500ml 추가', '┗ 오리지널 (맛선택)']"
261,2022. 05. 13. (금),오후 07:27:12,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 매콤양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
262,2022. 05. 13. (금),오후 06:55:11,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 바베큐 (맛선택)', '┗ 대파+오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '이연X의멘보샤(특제소스제공)\n1개', '┗ 4개']"
263,2022. 05. 13. (금),오전 11:47:28,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 바베큐 (맛선택)', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트(쿨피스350ml)', '날치알마요 셀프주먹밥\n1개']"
264,2022. 05. 12. (목),오후 08:50:34,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 쿨피스 350ml 추가', '┗ 오리지널 (맛선택)', '쿨피스 캔\n2개', '┗ 350ml']"
265,2022. 05. 12. (목),오후 08:10:19,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 볶음김치마요 셀프주먹밥', '┗ 소떡소떡 1개', '┗ 대파+오리지널 (맛선택)', '┗ 매콤양념 (맛선택)']"
266,2022. 05. 12. (목),오후 05:17:55,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 매콤양념 (맛선택)', '┗ 직화양념(매콤) 지코X스타일', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 쿨피스 350ml']"
267,2022. 05. 12. (목),오후 02:36:16,"['치밥 도시락\n1개', '┗ 갈비천왕', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 소떡소떡 1개', '┗ 안매운양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
268,2022. 05. 10. (화),오후 09:30:45,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 오리지널 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트(펩시콜라355ml)', '소떡소떡\n1개', '┗ 1개']"
269,2022. 05. 10. (화),오후 08:04:14,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 직화양념(매콤) 지코X스타일', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 펩시콜라 355ml', '┗ 안매운양념 (맛선택)']"
270,2022. 05. 10. (화),오후 05:44:58,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ 오리지널 (맛선택)', '┗ 치즈스틱 5개', '┗ 쿨피스 350ml']"
271,2022. 05. 10. (화),오후 05:13:17,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 치즈스틱 5개', '┗ 파마산치즈+청양마요 (토핑추가)', '┗ 파마산치즈+오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
272,2022. 05. 10. (화),오후 02:37:28,"['치밥 도시락\n1개', '┗ 매콤 마늘간장', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 소떡소떡 1개', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)']"
273,2022. 05. 10. (화),오후 12:39:38,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ 소떡소떡 1개', '┗ 펩시콜라 355ml', '┗ 이연x멘보샤 3개(특제소스 제공)', '┗ 오리지널 (맛선택)']"
274,2022. 05. 09. (월),오후 10:17:18,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 매콤양념 (맛선택)']"
275,2022. 05. 09. (월),오후 10:06:45,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 직화양념(매콤) 지코X스타일', '┗ 매콤양념 (맛선택)', '┗ 쿨피스 350ml']"
276,2022. 05. 09. (월),오후 09:54:04,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 12알 추가 (총 24알)', '┗ 펩시콜라 1.25L', '┗ 청양고추+오리지널 (맛선택)', '┗ 대파 (토핑추가)', '┗ 직화양념(매콤) 지코X스타일', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
