,date,time,menu
277,2022. 05. 09. (월),오후 09:01:08,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 바베큐 (맛선택)', '┗ 파마산치즈+오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)']"
278,2022. 05. 09. (월),오후 03:19:18,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 멘보샤 4개(특제소스 제공)', '┗ 오리지널 (맛선택)', '┗ 매콤양념 (맛선택)']"
279,2022. 05. 09. (월),오후 02:33:51,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 치즈볼 4개', '┗ 콜라 355ml 추가', '┗ 바베큐 (맛선택)', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
280,2022. 05. 09. (월),오후 01:16:23,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 12알 추가 (총 24알)', '┗ 청양고추+오리지널 (맛선택)']"
281,2022. 05. 09. (월),오후 01:07:23,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 소떡소떡 1개', '┗ 쿨피스 350ml', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 직화양념(매콤) 지코X스타일']"
282,2022. 05. 09. (월),오후 12:58:56,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 직화양념(매콤) 지코X스타일', '┗ 펩시콜라 355ml', '┗ 안매운양념 (맛선택)']"
283,2022. 05. 08. (일),오후 09:30:36,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 펩시콜라 1.25L', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 중간맛', '┗ 오리지널 (맛선택)']"
284,2022. 05. 08. (일),오후 07:21:38,"['미니 떡볶이\n1개', '┗ 약한맛', '소떡소떡\n2개', '┗ 1개', '치즈볼 4개\n1개']"
285,2022. 05. 08. (일),오후 05:46:44,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 약한맛', '┗ 오리지널 (맛선택)', '┗ 펩시콜라 355ml']"
286,2022. 05. 08. (일),오후 02:31:27,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 쿨피스 350ml', '┗ ㄹl뷰 ㅇl벤트(쿨피스350ml)', '┗ 오리지널 (맛선택)', '┗ 직화 바베큐']"
287,2022. 05. 08. (일),오후 12:59:53,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 파마산치즈+오리지널 (맛선택)', '┗ 바베큐 (맛선택)', '┗ 오리지널 (맛선택)']"
288,2022. 05. 08. (일),오후 12:37:40,"['치밥 도시락\n1개', '┗ 직화양념(매콤) 지코X스타일', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 매콤양념 (맛선택)', '오란씨(파인맛)\n1개', '┗ 1.5L']"
289,2022. 05. 08. (일),오전 11:21:48,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 청양마요 (맛선택)', '┗ 오리지널 (맛선택)', '┗ 매콤양념 (맛선택)']"
290,2022. 05. 07. (토),오후 08:24:32,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 소떡소떡 1개', '┗ 바베큐 (맛선택)', '┗ 오리지널 (맛선택)']"
291,2022. 05. 07. (토),오후 08:19:57,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 대파+오리지널 (맛선택)', '┗ 바베큐 (맛선택)', '┗ ㄹl뷰 ㅇl벤트(펩시콜라355ml)', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
292,2022. 05. 07. (토),오후 08:14:36,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 모듬튀김 8개', '┗ 안매운양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)']"
293,2022. 05. 07. (토),오후 06:39:32,"['치밥 도시락\n1개', '┗ 갈비천왕', '이연X의멘보샤(특제소스제공)\n1개', '┗ 4개', '소떡소떡\n1개', '┗ 1개', '사이다\n1개', '┗ 355ml', '치즈스틱 5개\n1개']"
294,2022. 05. 07. (토),오후 06:29:03,"['[ 네가지맛 ] 타코 야끼 24~48알\n1개', '┗ 48알 (12알씩 X 4가지맛)', '┗ 해쉬브라운 2개', '┗ 청양마요 (맛선택)', '┗ 대파+오리지널 (맛선택)', '┗ 오리지널 (맛선택)', '┗ 매콤양념 (맛선택)', '치밥 도시락\n1개', '┗ 양념치킨']"
295,2022. 05. 07. (토),오후 06:00:58,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 매콤양념 (맛선택)']"
296,2022. 05. 07. (토),오후 02:18:18,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 쿨피스 350ml', '┗ 매콤양념 (맛선택)', '┗ 직화양념(매콤) 지코X스타일']"
297,2022. 05. 07. (토),오후 01:06:49,"['진로 이즈벡\n2개', '타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ ㄹl뷰 ㅇl벤트(펩시콜라355ml)', '┗ 쿨피스 350ml', '┗ 매콤양념 (맛선택)', '┗ 약한맛', '미니오뎅탕\n1개', '미니 떡볶이\n1개', '┗ 중간맛']"
298,2022. 05. 07. (토),오전 11:23:07,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 파마산치즈 (토핑추가)', '┗ 바베큐 (맛선택)', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 안매운양념 (맛선택)']"
299,2022. 05. 07. (토),오전 11:12:43,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 매콤양념 (맛선택)']"
300,2022. 05. 06. (금),오후 09:51:03,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트(펩시콜라355ml)', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 청양마요 (맛선택)', '┗ 매콤양념 (맛선택)']"
301,2022. 05. 06. (금),오후 09:41:50,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 청양마요 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
302,2022. 05. 06. (금),오후 09:17:36,"['치밥 도시락\n1개', '┗ 허니버터 치즈볼 4개', '┗ 갈비천왕', '타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 바베큐 (맛선택)', '┗ 직화양념(매콤) 지코X스타일', '┗ 쿨피스 350ml']"
303,2022. 05. 06. (금),오후 08:56:05,"['[ 네가지맛 ] 타코 야끼 24~48알\n1개', '┗ 24알 (6알씩 X 4가지맛)', '┗ 바베큐 (맛선택)', '┗ 청양마요 (맛선택)', '┗ 대파+오리지널 (맛선택)', '┗ 안매운양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
304,2022. 05. 06. (금),오후 08:09:08,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 파마산치즈 (토핑추가)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 매콤양념 (맛선택)', '┗ 쿨피스 350ml', '┗ 중간맛']"
305,2022. 05. 06. (금),오후 07:08:00,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 콜라 355ml 추가', '┗ 안매운양념 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)']"
306,2022. 05. 05. (목),오후 09:46:20,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)', '┗ 매콤양념 (맛선택)', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 바베큐 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
307,2022. 05. 05. (목),오후 09:45:26,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 청양마요 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 안매운양념 (맛선택)']"
308,2022. 05. 05. (목),오후 09:38:49,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ 대파+오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 펩시콜라 355ml', '┗ 이연x멘보샤 3개(특제소스 제공)']"
309,2022. 05. 05. (목),오후 09:03:48,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 펩시콜라 355ml', '┗ 오리지널 (맛선택)', '┗ 직화양념(매콤) 지코X스타일']"
310,2022. 05. 05. (목),오후 07:57:54,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ ㄹl뷰 ㅇl벤트(펩시콜라355ml)', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)', '치즈볼 4개\n1개']"
311,2022. 05. 05. (목),오후 03:12:01,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 소떡소떡 1개', '┗ 바베큐 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)']"
312,2022. 05. 03. (화),오후 10:16:10,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 매콤양념 (맛선택)', '┗ 펩시콜라 355ml', '┗ 중간맛']"
313,2022. 05. 03. (화),오후 10:04:03,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 청양마요 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)', '테라\n1개', '┗ 병']"
314,2022. 05. 03. (화),오후 09:58:30,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 대파+오리지널 (맛선택)', '┗ 안매운양념 (맛선택)', '┗ 오리지널 (맛선택)']"
315,2022. 05. 03. (화),오후 09:38:00,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n2개', '┗ 12알', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)']"
316,2022. 05. 03. (화),오후 09:04:30,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오뎅튀김 6개', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 청양마요 (맛선택)', '┗ 대파 (토핑추가)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
317,2022. 05. 03. (화),오후 06:43:56,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '치밥 도시락\n1개', '┗ 양념치킨', '미니 떡볶이\n1개', '┗ 약한맛', '왕오징어튀김\n1개', '┗ 2개', '김말이 4개\n1개']"
318,2022. 05. 03. (화),오후 01:53:10,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n2개', '┗ 12알', '┗ 오리지널 (맛선택)']"
319,2022. 05. 03. (화),오후 01:12:17,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 쿨피스 350ml', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 약한맛']"
320,2022. 05. 03. (화),오후 01:00:28,"['미니 떡볶이\n1개', '┗ 중간맛', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 쿨피스 350ml 추가', '┗ 대파+오리지널 (맛선택)', '┗ 청양마요 (맛선택)']"
321,2022. 05. 02. (월),오후 07:40:06,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 매콤양념 (맛선택)']"
322,2022. 05. 02. (월),오후 05:08:13,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 12알 추가 (총 24알)', '┗ 안매운양념 (맛선택)']"
323,2022. 05. 02. (월),오후 01:29:48,"['타코야끼12알 + 치밥 도시락 + 음료1\n2개', '┗ 오리지널 (맛선택)', '┗ 펩시콜라 355ml', '┗ 직화양념(매콤) 지코X스타일']"
324,2022. 05. 02. (월),오전 11:40:56,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 멘보샤 4개(특제소스 제공)', '┗ 오리지널 (맛선택)', '┗ 안매운양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트(펩시콜라355ml)']"
325,2022. 05. 01. (일),오후 09:06:40,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 12알 추가 (총 24알)', '┗ 매콤양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트(펩시콜라355ml)']"
326,2022. 05. 01. (일),오후 09:01:08,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 청양마요 (맛선택)', '┗ 오리지널 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
327,2022. 05. 01. (일),오후 08:26:01,"['[ 네가지맛 ] 타코 야끼 24~48알\n1개', '┗ 24알 (6알씩 X 4가지맛)', '┗ 대파+오리지널 (맛선택)', '┗ 바베큐 (맛선택)', '┗ 오리지널 (맛선택)', '┗ 안매운양념 (맛선택)']"
328,2022. 05. 01. (일),오후 08:02:34,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 바베큐 (맛선택)', '┗ 안매운양념 (맛선택)']"
329,2022. 05. 01. (일),오후 07:51:43,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)']"
330,2022. 05. 01. (일),오후 07:46:41,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '┗ 매콤양념 (맛선택)', '미니오뎅탕\n1개', '참이슬 후레쉬\n1개', '카스\n1개', '┗ 병']"
331,2022. 05. 01. (일),오후 06:58:19,"['[ 네가지맛 ] 타코 야끼 24~48알\n1개', '┗ 24알 (6알씩 X 4가지맛)', '┗ 왕등심 돈까스(특제소스 제공)', '┗ 멘보샤 4개(특제소스 제공)', '┗ 오뎅튀김 6개', '┗ 가쓰오부시 추가', '┗ 파마산치즈+오리지널 (맛선택)', '┗ 청양마요 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
332,2022. 05. 01. (일),오후 06:51:03,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n2개', '┗ 12알', '┗ 오리지널 (맛선택)']"
333,2022. 05. 01. (일),오후 06:06:10,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 허니버터 치즈볼 4개', '┗ 치즈스틱 5개', '┗ 파마산치즈+오리지널 (맛선택)', '┗ 안매운양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
334,2022. 05. 01. (일),오후 05:54:37,"['치밥 도시락\n4개', '┗ 계란찜', '┗ 갈비천왕']"
335,2022. 05. 01. (일),오후 05:30:49,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 12알 추가 (총 24알)', '┗ 쿨피스 350ml 추가', '┗ 오리지널 (맛선택)', '쿨피스 캔\n1개', '┗ 350ml']"
336,2022. 05. 01. (일),오후 01:10:40,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 직화양념(매콤) 지코X스타일', '┗ 쿨피스 350ml', '┗ 매콤양념 (맛선택)']"
337,2022. 05. 01. (일),오후 12:03:55,"['[ 네가지맛 ] 타코 야끼 24~48알\n1개', '┗ 24알 (6알씩 X 4가지맛)', '┗ 청양마요 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 안매운양념 (맛선택)']"
338,2022. 04. 30. (토),오후 10:28:58,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 펩시콜라 355ml', '┗ 중간맛', '┗ 오리지널 (맛선택)']"
339,2022. 04. 30. (토),오후 09:09:36,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 바베큐 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)', '우유튀김 6개\n1개', '사이다\n1개', '┗ 355ml']"
340,2022. 04. 30. (토),오후 08:17:23,"['우유튀김 6개\n1개', '해쉬브라운\n1개', '┗ 2개', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '펩시콜라\n1개', '┗ 500ml']"
341,2022. 04. 30. (토),오후 06:48:27,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 모듬튀김 8개', '┗ 바베큐 (맛선택)', '┗ 오리지널 (맛선택)']"
342,2022. 04. 30. (토),오후 06:15:13,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 안매운양념 (맛선택)', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 바베큐 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 매콤양념 (맛선택)', '15cm왕새우튀김\n1개', '┗ 2개', '미니 떡볶이\n1개', '┗ 약한맛', '해쉬브라운\n1개', '┗ 2개']"
343,2022. 04. 30. (토),오후 02:55:13,"['치밥 도시락\n4개', '┗ 갈비천왕', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 12알 추가 (총 24알)', '┗ 오리지널 (맛선택)', '계란찜\n1개', '펩시콜라\n4개', '┗ 355ml']"
344,2022. 04. 29. (금),오후 09:33:01,"['15cm왕새우튀김\n1개', '┗ 2개', '타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 매콤양념 (맛선택)', '┗ 중간맛', '┗ 쿨피스 350ml']"
345,2022. 04. 29. (금),오후 09:27:25,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 안매운양념 (맛선택)', '┗ 오리지널 (맛선택)', '계란찜\n4개', '[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 가쓰오부시 추가', '┗ 바베큐 (맛선택)', '┗ 오리지널 (맛선택)', '┗ 안매운양념 (맛선택)']"
346,2022. 04. 29. (금),오후 08:34:06,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알 추가 (총 24알)', '┗ 12알', '┗ 가쓰오부시 추가', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트(쿨피스350ml)']"
347,2022. 04. 29. (금),오후 07:57:46,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n2개', '┗ 12알', '┗ 오리지널 (맛선택)', '펩시콜라\n1개', '┗ 500ml']"
348,2022. 04. 29. (금),오후 06:23:24,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)', '치밥 도시락\n1개', '┗ 마늘간장']"
349,2022. 04. 29. (금),오후 05:36:28,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 볶음김치마요 셀프주먹밥', '┗ 청양고추 (토핑추가)', '┗ 오리지널 (맛선택)']"
350,2022. 04. 29. (금),오후 12:56:27,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 콜라 1.25L 추가', '┗ 소떡소떡 1개', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)']"
351,2022. 04. 29. (금),오후 12:00:39,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 12알 추가 (총 24알)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 약한맛', '┗ 펩시콜라 355ml', '┗ 오리지널 (맛선택)']"
352,2022. 04. 29. (금),오전 11:43:04,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 청양고추+오리지널 (맛선택)']"
353,2022. 04. 28. (목),오후 08:24:13,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 펩시콜라 355ml', '┗ 오리지널 (맛선택)', '┗ 직화양념(매콤) 지코X스타일', '미니 떡볶이\n1개', '┗ 중간맛']"
354,2022. 04. 28. (목),오후 08:10:44,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 고구마튀김 4개', '┗ 치즈볼 4개', '┗ 소떡소떡 1개', '┗ 오리지널 (맛선택)']"
355,2022. 04. 28. (목),오후 01:34:21,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 안매운양념 (맛선택)', '┗ 쿨피스 350ml', '┗ 15cm왕새우튀김 3개']"
356,2022. 04. 28. (목),오후 12:04:12,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 소떡소떡 1개', '┗ 콜라 500ml 추가', '┗ 바베큐 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)']"
357,2022. 04. 28. (목),오전 11:01:26,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 우유튀김 5개', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 파마산치즈+오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트(펩시콜라355ml)', '┗ 오리지널 (맛선택)']"
358,2022. 04. 28. (목),오전 10:51:23,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 12알 추가 (총 24알)', '┗ 왕등심 돈까스(특제소스 제공)', '┗ 15cm새우튀김 2개', '┗ 대파 (토핑추가)', '┗ 오리지널 (맛선택)']"
359,2022. 04. 26. (화),오후 10:22:55,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 볶음김치마요 셀프주먹밥', '┗ 소떡소떡 1개', '┗ 펩시콜라 500ml', '┗ 청양마요 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 직화양념(매콤) 지코X스타일']"
360,2022. 04. 26. (화),오후 09:04:33,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ 안매운양념 (맛선택)', '┗ 고구마튀김 4개', '┗ 쿨피스 350ml', '┗ ㄹl뷰 ㅇl벤트(펩시콜라355ml)']"
361,2022. 04. 26. (화),오후 08:07:36,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 멘보샤 4개(특제소스 제공)', '┗ 바베큐 (맛선택)', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
362,2022. 04. 26. (화),오후 06:57:43,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ 펩시콜라 355ml', '┗ 오리지널 (맛선택)', '┗ 치즈볼 4개']"
363,2022. 04. 26. (화),오후 02:01:02,"['[ 네가지맛 ] 타코 야끼 24~48알\n1개', '┗ 24알 (6알씩 X 4가지맛)', '┗ 파마산치즈+오리지널 (맛선택)', '┗ 대파+오리지널 (맛선택)', '┗ 바베큐 (맛선택)', '┗ 안매운양념 (맛선택)']"
364,2022. 04. 26. (화),오후 01:28:58,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 중간맛', '┗ 쿨피스 350ml', '┗ 오리지널 (맛선택)']"
365,2022. 04. 26. (화),오후 12:51:47,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 청양마요 (맛선택)', '┗ 약한맛', '┗ 쿨피스 350ml']"
366,2022. 04. 26. (화),오전 11:00:09,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알 추가 (총 24알)', '┗ 12알', '┗ 파마산치즈+오리지널 (맛선택)', '┗ 오리지널 (맛선택)']"
367,2022. 04. 25. (월),오후 09:51:20,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '허니버터 치즈볼 4개\n1개', '왕오징어튀김\n1개', '┗ 2개']"
368,2022. 04. 25. (월),오후 09:27:51,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n2개', '┗ 12알', '┗ 오리지널 (맛선택)']"
369,2022. 04. 25. (월),오후 09:24:52,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 스노윙 치즈볼 4개', '┗ 콜라 1.25L 추가', '┗ 대파+오리지널 (맛선택)', '┗ 오리지널 (맛선택)']"
370,2022. 04. 25. (월),오후 08:58:26,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 12알 추가 (총 24알)', '┗ 파마산치즈+오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
371,2022. 04. 25. (월),오후 05:35:37,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 15cm새우튀김 2개', '┗ 콜라 355ml 추가', '┗ 오리지널 (맛선택)']"
372,2022. 04. 25. (월),오후 03:15:54,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알 추가 (총 24알)', '┗ 12알', '┗ 오리지널 (맛선택)']"
